iter	RMSE
520	38.97169982
521	38.97165603
522	38.97159718
523	38.97157118
524	38.97153696
525	38.97145348
526	38.97141106
527	38.97129474
528	38.97125642
529	38.97116609
530	38.97105387
531	38.97100187
532	38.97092797
533	38.97088965
534	38.97080069
535	38.97078564
536	38.97074185
537	38.97067205
538	38.97062141
539	38.97058446
540	38.97053793
541	38.97048866
542	38.97042297
543	38.97038328
544	38.9703436
545	38.97030938
546	38.9702519
547	38.97018484
548	38.97014515
549	38.97012873
550	38.97008767
551	38.97007399
552	38.96996724
553	38.96992618
554	38.96988239
555	38.9698468
556	38.96978796
557	38.9697469
558	38.96969763
559	38.96962373
560	38.96960046
561	38.96955803
562	38.96944307
563	38.96939928
564	38.96935274
565	38.96931032
566	38.96928568
567	38.96924599
568	38.96917893
569	38.96912282
570	38.96909408
571	38.9690407
572	38.96898459
573	38.96893806
574	38.96888468
575	38.96883678
576	38.96879572
577	38.96873003
578	38.96868623
579	38.9686616
580	38.96858222
581	38.9685001
582	38.96847546
583	38.96843441
584	38.96839335
585	38.96835229
586	38.96832491
587	38.96827428
588	38.968225
589	38.968225
590	38.96821406
591	38.96811414
592	38.96805256
593	38.96800328
594	38.96794033
595	38.96787053
596	38.96779388
597	38.96774735
598	38.96767618
599	38.96762554
600	38.9676009
601	38.96749825
602	38.96745035
603	38.96740929
604	38.96737918
605	38.96731211
606	38.96726284
607	38.96718483
608	38.96715882
609	38.96708081
610	38.96701922
611	38.96699458
612	38.96692752
613	38.96689193
614	38.96687277
615	38.96681391
616	38.96677149
617	38.96672769
618	38.96671811
619	38.96670579
620	38.96664283
621	38.96655523
622	38.96654428
623	38.96647995
624	38.96642794
625	38.96639783
626	38.9663294
627	38.96630065
628	38.96625822
629	38.9662199
630	38.96615694
631	38.9661063
632	38.96603649
633	38.96599269
634	38.96592563
635	38.96588867
636	38.96583803
637	38.96577507
638	38.96576412
639	38.96574769
640	38.96568199
641	38.96562588
642	38.96559987
643	38.9655725
644	38.96553554
645	38.965463
646	38.96543425
647	38.9653535
648	38.96529191
649	38.965244
650	38.96520704
651	38.96518514
652	38.96512903
653	38.96510849
654	38.96503321
655	38.9650031
656	38.96495519
657	38.96493193
658	38.96488949
659	38.96479642
660	38.96475262
661	38.96471019
662	38.96466912
663	38.96457468
664	38.96453772
665	38.96449119
666	38.9644556
667	38.96439127
668	38.96438168
669	38.96433788
670	38.96430914
671	38.96427355
672	38.96424344
673	38.96419964
674	38.96415173
675	38.96409835
676	38.9640039
677	38.963982
678	38.96396147
679	38.96388071
680	38.96382733
681	38.96378353
682	38.96374383
683	38.96369592
684	38.96365623
685	38.96360285
686	38.96356452
687	38.96346596
688	38.96343311
689	38.96341121
690	38.96337973
691	38.96337425
692	38.9632935
693	38.96322779
694	38.96319768
695	38.9631662
696	38.96313334
697	38.9631046
698	38.9630827
699	38.963043
700	38.96300741
701	38.96298004
702	38.9629335
703	38.96288422
704	38.96280209
705	38.962683
706	38.96262962
707	38.96260498
708	38.96258171
709	38.96252148
710	38.96247631
711	38.96243524
712	38.96236543
713	38.96232437
714	38.96225455
715	38.96222718
716	38.96219706
717	38.96214368
718	38.96211767
719	38.96205881
720	38.96198626
721	38.9619096
722	38.96187675
723	38.96186033
724	38.96184253
725	38.96181515
726	38.96172755
727	38.96169469
728	38.96165773
729	38.96163172
730	38.96158108
731	38.96155507
732	38.96141544
733	38.9613908
734	38.96136753
735	38.96132236
736	38.96130867
737	38.96125939
738	38.96122928
739	38.96115536
740	38.96109102
741	38.9610212
742	38.96096508
743	38.96093223
744	38.96088842
745	38.96084325
746	38.9607926
747	38.96073647
748	38.96071731
749	38.96067351
750	38.96062833
751	38.96057084
752	38.96054483
753	38.96051882
754	38.96050239
755	38.9604668
756	38.96039836
757	38.96033402
758	38.9603217
759	38.96027105
760	38.96024504
761	38.96019849
762	38.96016564
763	38.96013689
764	38.96009582
765	38.96005613
766	38.95999452
767	38.95995619
768	38.95988775
769	38.95984805
770	38.9597796
771	38.95975496
772	38.9596783
773	38.95961396
774	38.95958248
775	38.95954688
776	38.95953456
777	38.95941683
778	38.95937029
779	38.95931827
780	38.95926625
781	38.95923339
782	38.95921286
783	38.95913757
784	38.95911703
785	38.9590746
786	38.95903626
787	38.95899656
788	38.95897192
789	38.95890211
790	38.95887473
791	38.9588405
792	38.95876795
793	38.9587392
794	38.95868992
795	38.95861599
796	38.95855576
797	38.95851743
798	38.95848868
799	38.95845582
800	38.95842707
801	38.95838053
802	38.95828881
803	38.95825458
804	38.95823678
805	38.95818476
806	38.9581478
807	38.95809167
808	38.95805745
809	38.95802185
810	38.95796846
811	38.95791918
812	38.9578918
813	38.95786168
814	38.95780281
815	38.95777406
816	38.9577152
817	38.95763443
818	38.95762347
819	38.95757693
820	38.95749479
821	38.95739211
822	38.95732914
823	38.95728259
824	38.95721824
825	38.95719223
826	38.95715527
827	38.9571142
828	38.95705396
829	38.957017
830	38.95695813
831	38.95691295
832	38.95686503
833	38.9568445
834	38.95678563
835	38.95675688
836	38.95669117
837	38.9566323
838	38.95658712
839	38.95653783
840	38.95650635
841	38.95646664
842	38.95643926
843	38.95636533
844	38.956327
845	38.95629825
846	38.95623664
847	38.95618325
848	38.9561367
849	38.95609289
850	38.95607236
851	38.95602855
852	38.95592313
853	38.95589438
854	38.95587521
855	38.95580265
856	38.9557383
857	38.95570134
858	38.9556411
859	38.95559866
860	38.95553842
861	38.95546722
862	38.95544532
863	38.95541383
864	38.95539466
865	38.95533442
866	38.95530156
867	38.95529746
868	38.95523722
869	38.95519888
870	38.95511263
871	38.95505513
872	38.95502638
873	38.95500995
874	38.95497024
875	38.95488947
876	38.95486619
877	38.95484839
878	38.95478952
879	38.95477309
880	38.95472654
881	38.95471285
882	38.95470053
883	38.95466219
884	38.95457731
885	38.9544979
886	38.95448147
887	38.95445683
888	38.95442808
889	38.95439932
890	38.95435277
891	38.95419669
892	38.9541611
893	38.95413097
894	38.95408716
895	38.95408032
896	38.95404609
897	38.95402007
898	38.95399817
899	38.95398858
900	38.95391876
901	38.95389275
902	38.95381333
903	38.95373803
904	38.9536997
905	38.95365862
906	38.95361892
907	38.95359153
908	38.95355594
909	38.95349706
910	38.9534423
911	38.95339985
912	38.95332592
913	38.95329853
914	38.95323966
915	38.95320132
916	38.95314656
917	38.95312602
918	38.95310411
919	38.95300827
920	38.95299732
921	38.95295487
922	38.95293844
923	38.95287683
924	38.95282343
925	38.95277414
926	38.95274402
927	38.95273307
928	38.95272485
929	38.95271253
930	38.95267008
931	38.95264407
932	38.95261532
933	38.9525893
934	38.95256466
935	38.95254412
936	38.95250578
937	38.95246881
938	38.95240994
939	38.95240309
940	38.95237297
941	38.95234969
942	38.9522826
943	38.95226891
944	38.95225248
945	38.95220593
946	38.95213747
947	38.95212515
948	38.95210461
949	38.95208818
950	38.95202382
951	38.95196632
952	38.95192113
953	38.95185678
954	38.95181707
955	38.95177463
956	38.95171849
957	38.95165961
958	38.95163497
959	38.95158705
960	38.95153228
961	38.95149531
962	38.95147751
963	38.95142274
964	38.95140357
965	38.95137618
966	38.95132415
967	38.95130362
968	38.95121598
969	38.95116669
970	38.95113246
971	38.95109138
972	38.95102977
973	38.95100375
974	38.95090106
975	38.95083944
976	38.950797
977	38.95077235
978	38.95074497
979	38.95068746
980	38.95066144
981	38.95062721
982	38.95061078
983	38.95058887
984	38.95057792
985	38.95052862
986	38.95050124
987	38.95046153
988	38.95043414
989	38.95038622
990	38.9503205
991	38.95030406
992	38.95027531
993	38.95021917
994	38.95020548
995	38.95017535
996	38.95014523
997	38.95013154
998	38.95005075
999	38.94999872
1000	38.94995079
1001	38.94992204
1002	38.9498659
1003	38.94986179
1004	38.94979743
1005	38.94974403
1006	38.94964955
1007	38.94961121
1008	38.94956328
1009	38.9495003
1010	38.94946606
1011	38.94944689
1012	38.94935378
1013	38.94928669
1014	38.94925793
1015	38.94922918
1016	38.94919494
1017	38.9491744
1018	38.94913606
1019	38.94912648
1020	38.94908951
1021	38.9490539
1022	38.94902789
1023	38.94899228
1024	38.94898955
1025	38.94895257
1026	38.94889096
1027	38.94876909
1028	38.94873896
1029	38.94868419
1030	38.94858697
1031	38.9485678
1032	38.94850891
1033	38.9484829
1034	38.94843223
1035	38.94841032
1036	38.94839389
1037	38.94838294
1038	38.94831858
1039	38.94829804
1040	38.94823916
1041	38.94822546
1042	38.94819671
1043	38.94813782
1044	38.94809948
1045	38.94802417
1046	38.94798446
1047	38.94794749
1048	38.94785026
1049	38.94783109
1050	38.94775441
1051	38.94769142
1052	38.94767772
1053	38.94763253
1054	38.94757776
1055	38.94755448
1056	38.94749971
1057	38.94747232
1058	38.94742987
1059	38.94740385
1060	38.94736003
1061	38.94731484
1062	38.94726691
1063	38.94723542
1064	38.94717653
1065	38.94715325
1066	38.94708752
1067	38.94706288
1068	38.94700262
1069	38.94698756
1070	38.94696702
1071	38.94689855
1072	38.94684377
1073	38.94679174
1074	38.94671642
1075	38.94665617
1076	38.94655894
1077	38.94648089
1078	38.94645897
1079	38.94641926
1080	38.9463727
1081	38.94634805
1082	38.94631656
1083	38.94626863
1084	38.94620974
1085	38.94618509
1086	38.94615497
1087	38.94608376
1088	38.94602213
1089	38.94597694
1090	38.94594955
1091	38.94592901
1092	38.94589067
1093	38.94584274
1094	38.94580713
1095	38.94570443
1096	38.94567293
1097	38.94557433
1098	38.94556611
1099	38.94549353
1100	38.94539767
1101	38.9453607
1102	38.94535248
1103	38.94530318
1104	38.94526073
1105	38.94526073
1106	38.94521691
1107	38.94518404
1108	38.94508955
1109	38.94505531
1110	38.9450156
1111	38.94497315
1112	38.94492248
1113	38.94487318
1114	38.94484305
1115	38.94479922
1116	38.94474308
1117	38.94466639
1118	38.94457463
1119	38.94452944
1120	38.94451848
1121	38.94449246
1122	38.9444459
1123	38.94440345
1124	38.94435278
1125	38.94432128
1126	38.94431717
1127	38.94428704
1128	38.94420214
1129	38.94414736
1130	38.94408025
1131	38.94402136
1132	38.94397206
1133	38.94392276
1134	38.9438625
1135	38.94382142
1136	38.94378992
1137	38.9437639
1138	38.94374336
1139	38.94363243
1140	38.94356121
1141	38.94352424
1142	38.9434585
1143	38.94342563
1144	38.94340783
1145	38.94336127
1146	38.94333251
1147	38.9433147
1148	38.94328046
1149	38.94320925
1150	38.94317364
1151	38.94314214
1152	38.94311201
1153	38.94308462
1154	38.943023
1155	38.94300245
1156	38.94296274
1157	38.9428833
1158	38.94273539
1159	38.94270937
1160	38.94266692
1161	38.94259981
1162	38.9425642
1163	38.94252312
1164	38.94244231
1165	38.94236288
1166	38.94232042
1167	38.94228892
1168	38.94222866
1169	38.9421999
1170	38.94209308
1171	38.94202186
1172	38.94201227
1173	38.94185478
1174	38.94179999
1175	38.94177397
1176	38.94174658
1177	38.94170001
1178	38.9416603
1179	38.94159867
1180	38.94157675
1181	38.94152745
1182	38.94148499
1183	38.94147677
1184	38.94143021
1185	38.94135488
1186	38.94133023
1187	38.94125079
1188	38.94117273
1189	38.9411467
1190	38.94112205
1191	38.94111246
1192	38.94105631
1193	38.94099742
1194	38.94097003
1195	38.94091798
1196	38.94090018
1197	38.94085498
1198	38.94082896
1199	38.9408002
